timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1698750196523,0,,Non HTTP response code: java.net.MalformedURLException,Non HTTP response message: unknown protocol: https://,AssignmentThreadOne 1-1,text,false,,865,0,1,1,null,0,0,0
1698750196529,0,,Non HTTP response code: java.net.MalformedURLException,Non HTTP response message: unknown protocol: https://,AssignmentThreadOne 1-1,text,false,,865,0,1,1,null,0,0,0
1698750197530,0,,Non HTTP response code: java.net.MalformedURLException,Non HTTP response message: unknown protocol: https://,AssignmentThreadOne 1-2,text,false,,865,0,1,1,null,0,0,0
1698750197531,0,,Non HTTP response code: java.net.MalformedURLException,Non HTTP response message: unknown protocol: https://,AssignmentThreadOne 1-2,text,false,,865,0,1,1,null,0,0,0
1698750198523,0,,Non HTTP response code: java.net.MalformedURLException,Non HTTP response message: unknown protocol: https://,AssignmentThreadOne 1-3,text,false,,865,0,1,1,null,0,0,0
1698750198524,0,,Non HTTP response code: java.net.MalformedURLException,Non HTTP response message: unknown protocol: https://,AssignmentThreadOne 1-3,text,false,,865,0,1,1,null,0,0,0
1698750199523,0,,Non HTTP response code: java.net.MalformedURLException,Non HTTP response message: unknown protocol: https://,AssignmentThreadOne 1-4,text,false,,865,0,1,1,null,0,0,0
1698750199524,0,,Non HTTP response code: java.net.MalformedURLException,Non HTTP response message: unknown protocol: https://,AssignmentThreadOne 1-4,text,false,,865,0,1,1,null,0,0,0
1698750200530,0,,Non HTTP response code: java.net.MalformedURLException,Non HTTP response message: unknown protocol: https://,AssignmentThreadOne 1-5,text,false,,865,0,1,1,null,0,0,0
1698750200531,0,,Non HTTP response code: java.net.MalformedURLException,Non HTTP response message: unknown protocol: https://,AssignmentThreadOne 1-5,text,false,,865,0,1,1,null,0,0,0
1698750201530,0,,Non HTTP response code: java.net.MalformedURLException,Non HTTP response message: unknown protocol: https://,AssignmentThreadOne 1-6,text,false,,865,0,1,1,null,0,0,0
1698750201531,0,,Non HTTP response code: java.net.MalformedURLException,Non HTTP response message: unknown protocol: https://,AssignmentThreadOne 1-6,text,false,,865,0,1,1,null,0,0,0
1698750202531,0,,Non HTTP response code: java.net.MalformedURLException,Non HTTP response message: unknown protocol: https://,AssignmentThreadOne 1-7,text,false,,865,0,1,1,null,0,0,0
1698750202532,0,,Non HTTP response code: java.net.MalformedURLException,Non HTTP response message: unknown protocol: https://,AssignmentThreadOne 1-7,text,false,,865,0,1,1,null,0,0,0
1698750203530,0,,Non HTTP response code: java.net.MalformedURLException,Non HTTP response message: unknown protocol: https://,AssignmentThreadOne 1-8,text,false,,865,0,1,1,null,0,0,0
1698750203532,0,,Non HTTP response code: java.net.MalformedURLException,Non HTTP response message: unknown protocol: https://,AssignmentThreadOne 1-8,text,false,,865,0,1,1,null,0,0,0
1698750204530,0,,Non HTTP response code: java.net.MalformedURLException,Non HTTP response message: unknown protocol: https://,AssignmentThreadOne 1-9,text,false,,865,0,1,1,null,0,0,0
1698750204531,0,,Non HTTP response code: java.net.MalformedURLException,Non HTTP response message: unknown protocol: https://,AssignmentThreadOne 1-9,text,false,,865,0,1,1,null,0,0,0
1698750205514,0,,Non HTTP response code: java.net.MalformedURLException,Non HTTP response message: unknown protocol: https://,AssignmentThreadOne 1-10,text,false,,865,0,1,1,null,0,0,0
1698750205516,0,,Non HTTP response code: java.net.MalformedURLException,Non HTTP response message: unknown protocol: https://,AssignmentThreadOne 1-10,text,false,,865,0,1,1,null,0,0,0
1698750206531,0,,Non HTTP response code: java.net.MalformedURLException,Non HTTP response message: unknown protocol: https://,AssignmentThreadOne 1-11,text,false,,865,0,1,1,null,0,0,0
1698750206533,0,,Non HTTP response code: java.net.MalformedURLException,Non HTTP response message: unknown protocol: https://,AssignmentThreadOne 1-11,text,false,,865,0,1,1,null,0,0,0
1698750207530,0,,Non HTTP response code: java.net.MalformedURLException,Non HTTP response message: unknown protocol: https://,AssignmentThreadOne 1-12,text,false,,865,0,1,1,null,0,0,0
1698750207532,0,,Non HTTP response code: java.net.MalformedURLException,Non HTTP response message: unknown protocol: https://,AssignmentThreadOne 1-12,text,false,,865,0,1,1,null,0,0,0
1698750208532,0,,Non HTTP response code: java.net.MalformedURLException,Non HTTP response message: unknown protocol: https://,AssignmentThreadOne 1-13,text,false,,865,0,1,1,null,0,0,0
1698750208533,0,,Non HTTP response code: java.net.MalformedURLException,Non HTTP response message: unknown protocol: https://,AssignmentThreadOne 1-13,text,false,,865,0,1,1,null,0,0,0
1698750209532,0,,Non HTTP response code: java.net.MalformedURLException,Non HTTP response message: unknown protocol: https://,AssignmentThreadOne 1-14,text,false,,865,0,1,1,null,0,0,0
1698750209534,0,,Non HTTP response code: java.net.MalformedURLException,Non HTTP response message: unknown protocol: https://,AssignmentThreadOne 1-14,text,false,,865,0,1,1,null,0,0,0
1698750210534,0,,Non HTTP response code: java.net.MalformedURLException,Non HTTP response message: unknown protocol: https://,AssignmentThreadOne 1-15,text,false,,865,0,1,1,null,0,0,0
1698750210535,0,,Non HTTP response code: java.net.MalformedURLException,Non HTTP response message: unknown protocol: https://,AssignmentThreadOne 1-15,text,false,,865,0,1,1,null,0,0,0
1698750211523,0,,Non HTTP response code: java.net.MalformedURLException,Non HTTP response message: unknown protocol: https://,AssignmentThreadOne 1-16,text,false,,865,0,1,1,null,0,0,0
1698750211526,0,,Non HTTP response code: java.net.MalformedURLException,Non HTTP response message: unknown protocol: https://,AssignmentThreadOne 1-16,text,false,,865,0,1,1,null,0,0,0
1698750212522,0,,Non HTTP response code: java.net.MalformedURLException,Non HTTP response message: unknown protocol: https://,AssignmentThreadOne 1-17,text,false,,865,0,1,1,null,0,0,0
1698750212524,0,,Non HTTP response code: java.net.MalformedURLException,Non HTTP response message: unknown protocol: https://,AssignmentThreadOne 1-17,text,false,,865,0,1,1,null,0,0,0
1698750213523,0,,Non HTTP response code: java.net.MalformedURLException,Non HTTP response message: unknown protocol: https://,AssignmentThreadOne 1-18,text,false,,865,0,1,1,null,0,0,0
1698750213524,0,,Non HTTP response code: java.net.MalformedURLException,Non HTTP response message: unknown protocol: https://,AssignmentThreadOne 1-18,text,false,,865,0,1,1,null,0,0,0
1698750214523,0,,Non HTTP response code: java.net.MalformedURLException,Non HTTP response message: unknown protocol: https://,AssignmentThreadOne 1-19,text,false,,865,0,1,1,null,0,0,0
1698750214525,0,,Non HTTP response code: java.net.MalformedURLException,Non HTTP response message: unknown protocol: https://,AssignmentThreadOne 1-19,text,false,,865,0,1,1,null,0,0,0
1698750215523,0,,Non HTTP response code: java.net.MalformedURLException,Non HTTP response message: unknown protocol: https://,AssignmentThreadOne 1-20,text,false,,865,0,1,1,null,0,0,0
1698750215525,0,,Non HTTP response code: java.net.MalformedURLException,Non HTTP response message: unknown protocol: https://,AssignmentThreadOne 1-20,text,false,,865,0,1,1,null,0,0,0
1698750216523,0,,Non HTTP response code: java.net.MalformedURLException,Non HTTP response message: unknown protocol: https://,AssignmentThreadOne 1-21,text,false,,865,0,1,1,null,0,0,0
1698750216524,0,,Non HTTP response code: java.net.MalformedURLException,Non HTTP response message: unknown protocol: https://,AssignmentThreadOne 1-21,text,false,,865,0,1,1,null,0,0,0
1698750217522,0,,Non HTTP response code: java.net.MalformedURLException,Non HTTP response message: unknown protocol: https://,AssignmentThreadOne 1-22,text,false,,865,0,1,1,null,0,0,0
1698750217523,0,,Non HTTP response code: java.net.MalformedURLException,Non HTTP response message: unknown protocol: https://,AssignmentThreadOne 1-22,text,false,,865,0,1,1,null,0,0,0
1698750218522,0,,Non HTTP response code: java.net.MalformedURLException,Non HTTP response message: unknown protocol: https://,AssignmentThreadOne 1-23,text,false,,865,0,1,1,null,0,0,0
1698750218526,0,,Non HTTP response code: java.net.MalformedURLException,Non HTTP response message: unknown protocol: https://,AssignmentThreadOne 1-23,text,false,,865,0,1,1,null,0,0,0
1698750219522,0,,Non HTTP response code: java.net.MalformedURLException,Non HTTP response message: unknown protocol: https://,AssignmentThreadOne 1-24,text,false,,865,0,1,1,null,0,0,0
1698750219523,0,,Non HTTP response code: java.net.MalformedURLException,Non HTTP response message: unknown protocol: https://,AssignmentThreadOne 1-24,text,false,,865,0,1,1,null,0,0,0
1698750220522,0,,Non HTTP response code: java.net.MalformedURLException,Non HTTP response message: unknown protocol: https://,AssignmentThreadOne 1-25,text,false,,865,0,1,1,null,0,0,0
1698750220523,0,,Non HTTP response code: java.net.MalformedURLException,Non HTTP response message: unknown protocol: https://,AssignmentThreadOne 1-25,text,false,,865,0,1,1,null,0,0,0
1698750221524,0,,Non HTTP response code: java.net.MalformedURLException,Non HTTP response message: unknown protocol: https://,AssignmentThreadOne 1-26,text,false,,865,0,1,1,null,0,0,0
1698750221525,0,,Non HTTP response code: java.net.MalformedURLException,Non HTTP response message: unknown protocol: https://,AssignmentThreadOne 1-26,text,false,,865,0,1,1,null,0,0,0
1698750222524,0,,Non HTTP response code: java.net.MalformedURLException,Non HTTP response message: unknown protocol: https://,AssignmentThreadOne 1-27,text,false,,865,0,1,1,null,0,0,0
1698750222526,0,,Non HTTP response code: java.net.MalformedURLException,Non HTTP response message: unknown protocol: https://,AssignmentThreadOne 1-27,text,false,,865,0,1,1,null,0,0,0
1698750223529,0,,Non HTTP response code: java.net.MalformedURLException,Non HTTP response message: unknown protocol: https://,AssignmentThreadOne 1-28,text,false,,865,0,1,1,null,0,0,0
1698750223530,0,,Non HTTP response code: java.net.MalformedURLException,Non HTTP response message: unknown protocol: https://,AssignmentThreadOne 1-28,text,false,,865,0,1,1,null,0,0,0
1698750224525,0,,Non HTTP response code: java.net.MalformedURLException,Non HTTP response message: unknown protocol: https://,AssignmentThreadOne 1-29,text,false,,865,0,1,1,null,0,0,0
1698750224526,0,,Non HTTP response code: java.net.MalformedURLException,Non HTTP response message: unknown protocol: https://,AssignmentThreadOne 1-29,text,false,,865,0,1,1,null,0,0,0
1698750225519,0,,Non HTTP response code: java.net.MalformedURLException,Non HTTP response message: unknown protocol: https://,AssignmentThreadOne 1-30,text,false,,865,0,1,1,null,0,0,0
1698750225520,0,,Non HTTP response code: java.net.MalformedURLException,Non HTTP response message: unknown protocol: https://,AssignmentThreadOne 1-30,text,false,,865,0,1,1,null,0,0,0
